account_id,account_name,region,pub_time,ip_address,type,machine,behavior_type,behavior_period_time,behavior_log,money_size,sign_up_time,label
ACC_00001,陈建国,西安,2026-06-09T15:00:00+08:00,61.185.220.33,browse,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,industry_news,300,浏览行业新闻网站了解最新政策动态,0,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-10T10:00:00+08:00,61.185.220.33,search,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,employee_info,60,在HR系统查询部门员工年假余额,0,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-10T16:30:00+08:00,61.185.220.33,comment,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,workflow_approve,180,审批下属提交的加班申请单,0,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-11T09:15:00+08:00,61.185.220.33,login,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,normal_login,9,使用个人华为手机通过钉钉打卡,0,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-11T14:20:00+08:00,61.185.220.33,transaction,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,family_shopping,120,在电商平台购买家庭日用品，使用个人账户支付520元,520,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-12T10:30:00+08:00,61.185.220.33,browse,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,project_plan,600,查看新项目立项方案的进度甘特图,0,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-12T15:50:00+08:00,61.185.220.33,comment,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,team_meeting,300,参加线上部门例会并发言讨论本周工作重点,0,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-15T00:15:00+08:00,222.91.120.45,login,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,overtime_login,5,深夜使用公司手机登录内网，准备季度复盘材料,0,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-15T00:30:00+08:00,222.91.120.45,browse,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,data_export,1200,从财务系统导出Q2部门费用明细用于复盘分析,0,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-15T09:30:00+08:00,61.185.220.33,login,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,normal_login,10,正常上班登录公司系统,0,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-18T10:00:00+08:00,61.185.220.33,transaction,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,business_gift,60,采购节日礼盒用于拜访重要客户，金额1500元,1500,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-20T14:10:00+08:00,61.185.220.33,browse,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,performance_review,480,查看并填写自己及团队成员的半年绩效自评表,0,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-22T01:00:00+08:00,222.91.120.45,login,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,overtime_login,6,深夜使用个人华为手机登录OA系统检查待办事项,0,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-22T01:10:00+08:00,222.91.120.45,comment,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,urgent_reply,120,紧急回复海外客户的邮件询问,0,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-25T11:00:00+08:00,61.185.220.33,transaction,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,family_insurance,180,支付家庭成员医疗保险费用，金额3200元,3200,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-25T14:30:00+08:00,61.185.220.33,login,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,normal_login,10,用户从公司网络登录后台管理系统,0,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-25T14:45:00+08:00,61.185.220.33,browse,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,workflow_check,600,查看部门项目进度报表和团队成员任务完成情况,0,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-25T16:00:00+08:00,61.185.220.33,transaction,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,business_dinner,120,支付商务招待餐费，金额2800元,2800,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-25T17:30:00+08:00,61.185.220.33,browse,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,internal_news,300,浏览公司内部通知和行业资讯,0,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-25T19:00:00+08:00,36.44.135.22,login,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,normal_login,8,用户从家庭WiFi登录个人银行账户,0,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-25T19:10:00+08:00,36.44.135.22,transaction,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,family_shopping,240,在电商平台购买家庭日用品，金额356元,356,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-25T21:00:00+08:00,36.44.135.22,browse,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,entertainment,1200,观看在线视频平台内容,0,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-26T07:50:00+08:00,36.44.135.22,login,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,normal_login,10,用户从家庭网络登录公司邮箱系统,0,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-26T08:15:00+08:00,61.185.220.33,login,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,device_change,12,用户切换至公司手机登录办公系统,0,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-26T09:00:00+08:00,61.185.220.33,search,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,resource_search,180,检索公司内部知识库中的项目文档,0,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-26T10:30:00+08:00,61.185.220.33,browse,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,approval_process,900,处理部门员工的请假和报销审批流程,0,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-26T11:45:00+08:00,61.185.220.33,transaction,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,business_travel,150,预订下月出差机票和酒店，金额4500元,4500,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-26T14:00:00+08:00,61.185.220.33,comment,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,meeting_feedback,360,在部门会议记录下添加反馈意见,0,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-26T16:30:00+08:00,61.185.220.33,browse,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,financial_report,1800,查看本季度部门预算执行情况报表,0,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-26T23:00:00+08:00,36.44.135.22,login,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,overtime_login,15,用户深夜从家庭网络远程登录公司内网,0,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-26T23:10:00+08:00,36.44.135.22,browse,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,project_review,2700,深夜加班复盘项目进度并整理下周工作计划,0,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-27T08:00:00+08:00,36.44.135.22,login,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,normal_login,8,用户从家庭网络登录个人社交账号,0,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-27T08:30:00+08:00,61.185.220.33,login,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,normal_login,10,用户到公司后登录办公系统,0,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-27T10:00:00+08:00,61.185.220.33,transaction,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,office_supplies,90,为公司采购办公用品，金额680元,680,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-27T15:00:00+08:00,61.185.220.33,browse,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,industry_news,600,浏览行业相关新闻和市场动态报告,0,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-27T17:00:00+08:00,61.185.220.33,search,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,data_query,1200,查询公司客户历史交易数据以进行统计分析,0,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-28T09:00:00+08:00,61.185.220.33,login,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,normal_login,10,用户周末加班登录公司系统,0,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-28T09:30:00+08:00,61.185.220.33,browse,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,file_management,2400,整理和归档本周的部门工作文件,0,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-28T14:00:00+08:00,36.44.135.22,transaction,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,family_grocery,180,在生鲜电商平台购买周末家庭食材，金额268元,268,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-28T16:00:00+08:00,36.44.135.22,browse,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,personal_finance,900,查看个人理财账户的收益情况和投资组合,0,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-29T08:30:00+08:00,61.185.220.33,login,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,normal_login,10,用户正常上班登录办公系统,0,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-29T10:00:00+08:00,61.185.220.33,comment,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,task_update,300,在项目管理系统中更新本周任务进度,0,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-29T15:30:00+08:00,61.185.220.33,transaction,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,business_entertainment,180,陪同客户用餐并支付费用，金额3600元,3600,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-30T09:00:00+08:00,61.185.220.33,login,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,normal_login,10,用户月末最后一天登录系统处理收尾工作,0,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-30T11:00:00+08:00,61.185.220.33,browse,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,monthly_summary,3600,撰写并提交本月的部门工作总结和下月计划,0,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-30T14:00:00+08:00,61.185.220.33,login,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,normal_login,10,午休后登录公司电脑，检查部门OA通知,0,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-30T14:15:00+08:00,61.185.220.33,browse,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,department_meeting,2700,参加下午部门管理层碰头会，讨论下季度预算分配,0,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-30T15:20:00+08:00,61.185.220.33,transaction,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,company_reimbursement,120,提交本月差旅报销单据及发票，金额为12800元,12800,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-30T16:00:00+08:00,61.185.220.33,search,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,bidding_info,900,在公司内网搜索并查看近期招标公告和供应商信息,0,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-30T17:00:00+08:00,61.185.220.33,comment,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,meeting_feedback,600,在内部邮件中对下午会议纪要提出补充意见,0,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-30T18:30:00+08:00,61.185.230.45,login,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,home_wifi_login,8,下班回家后使用家庭WiFi登录个人手机银行,0,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-30T19:00:00+08:00,61.185.230.45,transaction,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,family_expense,180,通过手机银行支付家庭水电燃气费总计1050元,1050,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-30T20:00:00+08:00,61.185.230.45,browse,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,kids_education,600,在电商平台浏览孩子暑期培训班课程和资料,0,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-30T21:30:00+08:00,61.185.230.45,transaction,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,credit_card_payment,90,还清本月信用卡账单15000元,15000,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-30T22:15:00+08:00,61.185.220.33,login,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,vpn_remote_login,12,通过公司VPN远程登录内网，处理紧急审批,0,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-30T22:30:00+08:00,61.185.220.33,browse,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,financial_report,1800,登录财务系统查看部门本月预算执行进度报告,0,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-30T23:30:00+08:00,61.185.220.33,comment,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,approval_remarks,300,在OA系统中对一份紧急采购申请进行电子签批并留言,0,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-30T23:35:00+08:00,61.185.220.33,browse,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,project_review,600,在项目管理系统中浏览Q2季度项目进度报告,0,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-30T23:45:00+08:00,61.185.220.33,search,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,financial_data_query,180,在公司内网财务系统中查询部门本月预算执行明细,0,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-30T23:48:00+08:00,61.185.220.33,browse,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,attachment_download,45,从财务系统下载月度费用汇总报表PDF,0,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-30T23:50:00+08:00,61.185.220.33,comment,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,work_log_remark,120,在项目管理系统中对某项未完成里程碑添加备注说明,0,2025-06-20,1
ACC_00001,陈建国,西安,2026-06-30T23:55:00+08:00,61.185.220.33,browse,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,email_check,90,检查工作邮箱中关于下月出差安排的邮件,0,2025-06-20,1
ACC_00001,陈建国,西安,2026-07-01T00:05:00+08:00,61.185.220.33,transaction,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,business_reimbursement,240,在OA系统中提交一笔商务宴请报销申请，金额2850元,2850,2025-06-20,1
ACC_00001,陈建国,西安,2026-07-01T00:10:00+08:00,61.185.220.33,login,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,logout,5,退出公司内网系统准备下班,0,2025-06-20,1
ACC_00001,陈建国,西安,2026-07-01T07:45:00+08:00,124.89.65.100,login,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,mobile_checkin,10,使用华为Mate 70 Pro登录公司考勤系统打卡上班,0,2025-06-20,1
ACC_00001,陈建国,西安,2026-07-01T08:30:00+08:00,124.89.65.100,browse,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,news_browsing,300,浏览行业新闻网站查看最新政策动态,0,2025-06-20,1
ACC_00001,陈建国,西安,2026-07-01T09:15:00+08:00,124.89.65.100,transaction,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,online_shopping,180,在京东购买家庭用净水器滤芯，金额699元,699,2025-06-20,1
ACC_00001,陈建国,西安,2026-07-01T10:00:00+08:00,61.185.220.33,login,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,workstation_login,20,到公司后使用iPhone 15 Pro Max登录公司内网,0,2025-06-20,1
ACC_00001,陈建国,西安,2026-07-01T10:15:00+08:00,61.185.220.33,comment,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,team_message,60,在企业微信工作群中回复关于新项目启动会的确认信息,0,2025-06-20,1
ACC_00001,陈建国,西安,2026-07-01T10:30:00+08:00,61.185.220.33,browse,公司手机：iPhone 15 Pro Max（设备指纹：AP-6B8F2D1E-2025）；个人手机：华为 Mate 70 Pro（设备指纹：HM-9C3A7E4D-2025）,schedule_check,45,查看今日会议日程安排,0,2025-06-20,1
